FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,SEX,Sex (DESC),AGE,Age (DESC),EDU_LEV_HIGHEST,Highest level of education attained,,Time (TIME_PERIOD),Observation,OBS_STATUS,Observation status
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y45-54,45-54 years,99,Total, doctoral and specialization courses)',2021-Q2,94.737241,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,92.584648,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,94.578898,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q1,94.444246,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q2,94.404481,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,93.185193,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,94.758268,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,99,Total, doctoral and specialization courses)',2023-Q1,94.908561,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y55-64,55-64 years,99,Total, doctoral and specialization courses)',2023-Q2,95.039531,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q2,60.974111,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q3,61.635152,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,61.745309,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,62.025729,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q2,62.649818,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q3,63.309636,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2022-Q4,63.090883,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2023-Q1,62.406552,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q2,63.867455,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,89.95432,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q3,89.221982,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q4,90.225452,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,90.758148,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,90.402002,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,99,Total, doctoral and specialization courses)',2022-Q3,91.078324,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y20-64,20-64 years,99,Total, doctoral and specialization courses)',2022-Q4,91.081285,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,90.898709,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,91.296759,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,65.41564,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,67.171124,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q4,66.323458,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q1,66.378791,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q2,67.937212,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q3,68.656751,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q4,67.690515,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q1,66.515609,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,68.117697,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q2,83.516476,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q3,82.458289,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q4,84.401563,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q1,84.482238,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q2,84.916745,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,13,'No educational degree, doctoral and specialization courses)',2022-Q3,83.794359,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,13,'No educational degree, doctoral and specialization courses)',2022-Q4,85.510836,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q1,85.299604,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q2,85.976927,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q2,55.357805,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q3,57.155003,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,99,Total, primary and lower secondary school certificate',2021-Q4,56.133975,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-74,15-74 years,99,Total, primary and lower secondary school certificate',2022-Q1,55.99919,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q2,57.286279,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q3,58.529489,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,57.325139,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,55.717278,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q2,56.828378,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,83.516476,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,99,Total, doctoral and specialization courses)',2021-Q3,82.458289,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y50-89,50-89 years,99,Total, doctoral and specialization courses)',2021-Q4,84.401563,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q1,84.482238,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,13,'No educational degree, doctoral and specialization courses)',2022-Q2,84.916745,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q3,83.794359,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q4,85.511224,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q1,85.301948,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q2,85.961464,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,99,Total, primary and lower secondary school certificate',2021-Q2,46.233387,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,1,Males,Y15-89,15-89 years,99,Total, primary and lower secondary school certificate',2021-Q3,47.495111,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q4,46.747597,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q1,46.533157,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,47.65243,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,48.364216,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q4,47.449991,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q1,46.331498,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,99,Total, primary and lower secondary school certificate',2023-Q2,47.195715,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-24,15-24 years,99,Total, doctoral and specialization courses)',2021-Q2,77.574763,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,76.515488,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,78.284838,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q1,78.41177,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q2,79.159745,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,78.183763,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,79.435678,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,99,Total, doctoral and specialization courses)',2023-Q1,79.127523,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y18-29,18-29 years,99,Total, doctoral and specialization courses)',2023-Q2,79.875025,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q2,38.743156,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q3,39.579949,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,39.099578,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,38.976933,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q2,39.75975,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q3,40.169135,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,99,Total, primary and lower secondary school certificate',2022-Q4,39.548803,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-29,15-29 years,99,Total, primary and lower secondary school certificate',2023-Q1,38.576442,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q2,39.238935,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,74.081805,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q3,73.449757,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q4,74.825879,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,74.301387,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,75.04851,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,99,Total, doctoral and specialization courses)',2022-Q3,74.320928,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y25-34,25-34 years,99,Total, doctoral and specialization courses)',2022-Q4,75.553682,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,75.071738,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,75.481301,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,17.381734,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q3,20.389158,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q4,17.285731,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q1,15.885981,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total, primary and lower secondary school certificate',2022-Q2,19.11964,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-34,15-34 years,99,Total, primary and lower secondary school certificate',2022-Q3,19.915421,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q4,16.714922,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q1,16.290496,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q2,20.442391,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q2,53.815921,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q3,47.93008,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q4,53.899592,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total, doctoral and specialization courses)',2022-Q1,54.470344,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-44,35-44 years,99,Total, doctoral and specialization courses)',2022-Q2,56.769919,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree, doctoral and specialization courses)',2022-Q3,48.967197,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,13,'No educational degree, doctoral and specialization courses)',2022-Q4,54.336193,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q1,56.1693,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,7,Upper and post secondary, doctoral and specialization courses)',2023-Q2,55.01063,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q2,8.745321,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,11,'Tertiary (university, primary and lower secondary school certificate',2021-Q3,10.314785,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total, primary and lower secondary school certificate',2021-Q4,8.53085,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y35-49,35-49 years,99,Total, primary and lower secondary school certificate',2022-Q1,7.858193,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q2,9.639225,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q3,8.75073,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q4,7.911753,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,7,Upper and post secondary, primary and lower secondary school certificate',2023-Q1,7.85966,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q2,10.087893,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,11,'Tertiary (university, doctoral and specialization courses)',2021-Q2,53.815921,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total, doctoral and specialization courses)',2021-Q3,47.93008,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y45-54,45-54 years,99,Total, doctoral and specialization courses)',2021-Q4,53.899592,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q1,54.470344,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,13,'No educational degree, doctoral and specialization courses)',2022-Q2,56.769919,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q3,48.967197,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q4,54.336193,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q1,56.1693,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,11,'Tertiary (university, doctoral and specialization courses)',2023-Q2,55.01063,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total, primary and lower secondary school certificate',2021-Q2,12.829007,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y55-64,55-64 years,99,Total, primary and lower secondary school certificate',2021-Q3,15.065811,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q4,12.987086,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,13,'No educational degree, primary and lower secondary school certificate',2022-Q1,12.502266,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q2,13.596205,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q3,14.017458,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q4,12.594203,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2023-Q1,12.222508,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total, primary and lower secondary school certificate',2023-Q2,14.566205,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-64,50-64 years,99,Total, doctoral and specialization courses)',2021-Q2,63.613456,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q3,60.329885,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,13,'No educational degree, doctoral and specialization courses)',2021-Q4,66.363469,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q1,65.259722,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,7,Upper and post secondary, doctoral and specialization courses)',2022-Q2,66.107486,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q3,60.885712,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q4,67.227851,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total, doctoral and specialization courses)',2023-Q1,68.37378,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y20-64,20-64 years,99,Total, doctoral and specialization courses)',2023-Q2,67.574288,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q2,40.430312,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,13,'No educational degree, primary and lower secondary school certificate',2021-Q3,43.215944,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q4,40.990963,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,7,Upper and post secondary, primary and lower secondary school certificate',2022-Q1,39.073799,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q2,41.597011,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,11,'Tertiary (university, primary and lower secondary school certificate',2022-Q3,44.727374,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2022-Q4,43.6632,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-64,15-64 years,99,Total, primary and lower secondary school certificate',2023-Q1,42.699251,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,13,'No educational degree, primary and lower secondary school certificate',2023-Q2,43.775046,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,13,'No educational degree, doctoral and specialization courses)',2021-Q2,84.399188,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q3,82.003219,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,7,Upper and post secondary, doctoral and specialization courses)',2021-Q4,85.048093,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q1,85.982609,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,11,'Tertiary (university, doctoral and specialization courses)',2022-Q2,86.524195,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q3,82.392582,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y50-74,50-74 years,99,Total, doctoral and specialization courses)',2022-Q4,85.593825,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-74,15-74 years,13,'No educational degree, doctoral and specialization courses)',2023-Q1,87.374017,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-74,15-74 years,13,'No educational degree, doctoral and specialization courses)',2023-Q2,86.452884,,
A,Annual,ITD,Nord-est,EMP_R,Employment rate,2,Females,Y15-74,15-74 years,7,Upper and post secondary, primary and lower secondary school certificate',2021-Q2,31.98228,,
